@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Bent-Beak-Riffraff,Blue-collared-Zipper,Bombadil,Broad-winged-Jojo,Canadian-Cootamum,Carries-Champagne-Pipit,Darkwing-Sparrow,Eastern-Corn-Skeet,Green-Tipped-Scarlet-Pipit,Lesser-Birchbeere,Orange-Pine-Plover,Ordinary-Snape,Pinkfinch,Purple-Tooting-Tout,Qax,Queenscoat,Rose-Crested-Blue-Pipit,Scrawny-Jay,Vermillion-Trillian}

@DATA
0.362397,0.003627,3.152113,0.425189,0.282338,2.602687,0.002235,0.740569,-35.024849,-1.220297,-0.474959,-1.016524,-0.718505,-0.176254,-0.292044,0.150160,-0.180956,0.078197,-0.047498,0.145313,0.045112,0.001554,0.001630,0.001707,0.002481,0.002341,0.002180,0.005243,0.002206,0.002953,0.001428,0.001431,0.001615,0.002606,0.048330,0.005897,0.172620,0.041554,0.019324,0.365431,0.002269,0.104388,0.909379,0.424409,0.383102,0.281132,0.268172,0.216067,0.210721,0.202660,0.186825,0.179388,0.172830,0.165128,0.155172,0.001059,0.001057,0.001106,0.002158,0.002208,0.002014,0.003389,0.002064,0.001978,0.000960,0.000919,0.001110,0.001481,Vermillion-Trillian
0.255208,0.003872,3.206502,0.321767,0.249479,1.983152,0.002816,0.353469,-33.496816,-1.247651,-1.129838,-1.302492,-0.313160,-0.018622,-0.225390,0.215442,-0.180358,-0.016002,0.044136,0.079669,0.039385,0.002347,0.002182,0.003747,0.004411,0.003024,0.003754,0.004141,0.002857,0.002210,0.002326,0.002390,0.002163,0.002713,0.034762,0.006225,0.136764,0.032351,0.019733,0.292644,0.002089,0.071771,0.862734,0.464283,0.481880,0.340300,0.278362,0.245122,0.219148,0.201590,0.190144,0.183958,0.171649,0.160828,0.154102,0.001829,0.001650,0.002579,0.003088,0.002547,0.003262,0.004482,0.002706,0.002235,0.001672,0.001895,0.001573,0.001695,Vermillion-Trillian
0.127828,0.006605,3.022596,0.173188,0.140816,0.947229,0.009229,0.159402,-31.205965,-2.621338,0.175708,-0.189775,-0.513315,0.313795,0.177912,0.134484,0.058093,0.228857,-0.079162,0.084893,0.076061,0.001872,0.002080,0.002661,0.003755,0.004488,0.003429,0.003567,0.002624,0.002654,0.003531,0.003735,0.002495,0.004202,0.014996,0.008771,0.331887,0.014647,0.021360,0.338787,0.007664,0.026442,1.014538,0.521224,0.493670,0.293608,0.283259,0.268751,0.317619,0.252661,0.258780,0.219707,0.213740,0.209428,0.187521,0.002033,0.002591,0.003584,0.005481,0.007103,0.004973,0.004276,0.003552,0.003167,0.003785,0.003761,0.002605,0.003182,Vermillion-Trillian
0.178488,0.015858,3.212866,0.235761,0.197968,1.718777,0.001590,0.340426,-23.136834,0.434837,-0.139793,-0.101031,-0.522281,-0.423887,-0.458358,-0.358303,-0.467333,-0.247515,-0.351239,-0.203370,-0.106079,0.014160,0.003857,0.020548,0.014238,0.011576,0.011810,0.010559,0.003567,0.007009,0.005283,0.006226,0.004634,0.008356,0.018772,0.010276,0.154247,0.011934,0.006930,0.201531,0.000987,0.063921,0.443821,0.337610,0.308926,0.236299,0.222035,0.214347,0.214489,0.199400,0.187132,0.183821,0.165418,0.147248,0.152088,0.011127,0.002331,0.015637,0.009295,0.008197,0.008604,0.010066,0.002464,0.004589,0.003078,0.002954,0.002960,0.004626,Vermillion-Trillian
0.072448,0.003541,3.180024,0.129497,0.151077,0.556457,0.003273,0.100740,-25.581344,0.760228,-0.934709,0.042470,-0.131110,0.207767,0.091102,0.002573,0.003664,0.097338,0.039980,0.025068,0.007458,0.007839,0.006261,0.019453,0.008606,0.012645,0.008364,0.018676,0.010230,0.008105,0.008998,0.015022,0.006173,0.008906,0.015780,0.004224,0.144715,0.013097,0.015844,0.214013,0.001318,0.028868,0.389825,0.369800,0.326498,0.246295,0.188582,0.162620,0.149716,0.146969,0.146827,0.148523,0.152234,0.138585,0.137097,0.004701,0.004148,0.011244,0.005000,0.008091,0.005459,0.010972,0.007897,0.005793,0.005678,0.009747,0.004016,0.003442,Vermillion-Trillian
0.215517,0.000739,3.116409,0.230931,0.143237,1.391278,0.003080,0.271901,-30.667912,-1.102670,0.045304,0.119386,0.007530,-0.010667,-0.014745,0.052089,-0.108479,0.005611,-0.025720,0.067014,0.015875,0.001053,0.000862,0.001291,0.001704,0.002799,0.004154,0.005444,0.001788,0.001218,0.001143,0.001105,0.000982,0.002352,0.022399,0.000783,0.222987,0.021721,0.014172,0.408706,0.001189,0.058027,0.749115,0.416658,0.357116,0.251933,0.241302,0.195283,0.214409,0.203278,0.193281,0.193909,0.159292,0.153978,0.152291,0.001327,0.001016,0.001099,0.001782,0.003010,0.003728,0.004516,0.002068,0.001191,0.001295,0.001076,0.000935,0.001667,Vermillion-Trillian
0.135899,0.003678,3.087221,0.160051,0.120323,1.109045,0.005486,0.190981,-31.603618,-2.330384,0.293689,0.089048,0.358142,0.621524,0.935937,0.425819,-0.178343,-0.010761,0.261055,0.132456,0.062689,0.001721,0.001464,0.003314,0.002357,0.003127,0.003720,0.002992,0.004025,0.003950,0.003293,0.004251,0.002328,0.003362,0.016354,0.006355,0.293353,0.012970,0.021161,0.456933,0.005095,0.045375,1.081656,0.540599,0.577253,0.402271,0.306770,0.371963,0.423650,0.249355,0.198018,0.198527,0.193615,0.172472,0.163732,0.001787,0.001651,0.003111,0.002585,0.003521,0.005158,0.002600,0.003881,0.004134,0.002656,0.003574,0.002514,0.002454,Vermillion-Trillian
0.176716,0.013381,3.201776,0.245064,0.203109,1.646601,0.006416,0.281517,-28.774128,-0.784039,-0.111849,-0.640381,-0.439783,-0.710743,-0.285530,-0.081457,-0.076833,-0.036750,-0.170085,0.243468,-0.073071,0.004018,0.003404,0.003040,0.003401,0.005054,0.003128,0.005116,0.003150,0.005719,0.003699,0.003793,0.003033,0.003110,0.024499,0.024418,0.166841,0.022401,0.015203,0.378133,0.009294,0.058266,0.508125,0.374411,0.310401,0.188318,0.187752,0.309858,0.242913,0.242350,0.205977,0.173978,0.145547,0.157889,0.156763,0.002422,0.002547,0.001744,0.002589,0.008669,0.002136,0.002585,0.002453,0.003665,0.002452,0.002441,0.001878,0.002535,Vermillion-Trillian
0.099404,0.005510,2.938491,0.168824,0.169451,1.032955,0.002841,0.154968,-27.767879,-0.072988,-0.700902,-0.948098,-0.583978,-0.490827,-0.090260,-0.304510,-0.286120,0.031700,-0.214560,0.251113,-0.159542,0.005555,0.005211,0.008086,0.006182,0.008565,0.011632,0.012311,0.009662,0.005778,0.008623,0.007928,0.004998,0.005538,0.023605,0.009711,0.439405,0.016358,0.025411,0.177093,0.001057,0.038142,0.677648,0.756724,0.546640,0.282200,0.202958,0.233144,0.196082,0.176695,0.204994,0.190748,0.172473,0.181919,0.179534,0.005244,0.003455,0.006352,0.004158,0.005774,0.007889,0.009197,0.008497,0.003798,0.007201,0.005591,0.004154,0.002664,Vermillion-Trillian
0.308251,0.027473,3.297522,0.320015,0.222475,2.645642,0.000830,0.610019,-22.483822,0.619346,-0.145883,-0.086978,0.014546,0.037100,-0.014528,0.026382,-0.007880,-0.008064,0.009394,0.012340,-0.012421,0.005042,0.003485,0.007515,0.005270,0.005332,0.005126,0.006977,0.003124,0.003875,0.004935,0.005945,0.003992,0.002674,0.015110,0.003688,0.018348,0.007075,0.004126,0.081690,0.000111,0.021210,0.157617,0.170375,0.168321,0.148886,0.130925,0.140404,0.143239,0.148851,0.151552,0.134618,0.129688,0.146492,0.137419,0.002488,0.001718,0.003061,0.002477,0.002408,0.002784,0.003028,0.001842,0.002019,0.002368,0.002352,0.001990,0.000769,Vermillion-Trillian
0.308909,0.002442,3.224712,0.402794,0.293965,2.468167,0.002746,0.704569,-30.867425,-1.735864,-0.152769,0.121493,-0.072173,0.219631,-0.038191,0.333757,0.124697,0.281610,0.117313,0.081885,0.153628,0.001992,0.002670,0.004143,0.002463,0.007509,0.003394,0.012406,0.002126,0.002028,0.001787,0.001940,0.001573,0.004841,0.051920,0.004326,0.121420,0.034706,0.012399,0.496659,0.002979,0.136588,0.477627,0.347193,0.323527,0.239284,0.189197,0.173786,0.185181,0.183875,0.200506,0.178633,0.188949,0.158162,0.163730,0.001417,0.002220,0.003188,0.002127,0.008081,0.004197,0.011475,0.001873,0.001653,0.001402,0.001216,0.001027,0.003764,Vermillion-Trillian
0.195918,0.005826,3.163093,0.311329,0.284872,1.386478,0.005474,0.354913,-31.533801,-1.330109,0.206016,-0.483161,-0.570231,0.091697,-0.119297,0.056779,-0.118365,0.272962,-0.108267,0.291759,0.087388,0.002127,0.002439,0.003374,0.002655,0.003351,0.006147,0.003685,0.003606,0.003102,0.002423,0.002404,0.001948,0.003613,0.040868,0.008683,0.179116,0.047545,0.031658,0.368064,0.006317,0.144556,0.924493,0.426609,0.333642,0.237292,0.260579,0.210171,0.222020,0.224904,0.189796,0.180305,0.180827,0.172097,0.176821,0.001633,0.001818,0.002905,0.002290,0.003765,0.007097,0.004947,0.003937,0.003093,0.002122,0.002200,0.001851,0.003178,Vermillion-Trillian
0.312149,0.001406,2.933032,0.396539,0.286728,1.619536,0.002807,0.483471,-35.673704,-1.072396,0.226300,0.104697,-0.102648,-0.244998,-0.085458,0.183432,-0.114810,-0.006503,-0.008021,0.207983,0.001109,0.001299,0.002660,0.004808,0.002365,0.001683,0.001843,0.002894,0.001820,0.001434,0.001001,0.000876,0.000793,0.002956,0.070723,0.002034,0.273459,0.053926,0.022515,0.673547,0.002511,0.213464,0.806849,0.458494,0.324467,0.260986,0.226978,0.216150,0.195066,0.191959,0.186501,0.179517,0.174472,0.162505,0.161373,0.001106,0.002042,0.003820,0.002578,0.001880,0.002260,0.002834,0.002438,0.001746,0.001171,0.000865,0.000747,0.001967,Vermillion-Trillian
0.032439,0.000755,2.718919,0.140791,0.201112,0.244306,0.019195,0.026875,-32.277237,1.598031,0.633062,0.064715,0.408879,0.167663,0.189395,0.127185,0.004157,0.172207,-0.000382,0.188739,-0.022497,0.000962,0.000224,0.117389,0.000668,0.024382,0.000717,0.242482,0.000622,0.000859,0.001306,0.008733,0.000321,0.079661,0.020106,0.000880,0.267703,0.022008,0.019784,0.181136,0.014520,0.026323,0.958649,0.431764,0.294137,0.282021,0.211109,0.195781,0.179227,0.175159,0.171767,0.183964,0.162277,0.153504,0.155653,0.001040,0.000258,0.088019,0.000703,0.025125,0.000824,0.114346,0.001060,0.001457,0.001611,0.009558,0.000445,0.022749,Vermillion-Trillian
0.021101,0.031827,3.002496,0.091455,0.180672,0.104438,0.011655,0.023193,-24.811040,3.352279,0.539688,0.415610,0.143265,0.141213,0.146060,0.036475,-0.123334,0.090541,-0.037750,0.038058,0.049421,0.018301,0.001298,0.084967,0.007831,0.036906,0.004780,0.101206,0.000622,0.008843,0.016676,0.039546,0.001057,0.039191,0.011199,0.016840,0.147441,0.016451,0.020423,0.114795,0.004682,0.017348,0.641883,0.450956,0.353226,0.373984,0.323298,0.282535,0.242806,0.213433,0.198086,0.183031,0.176280,0.179029,0.159616,0.016081,0.001348,0.050755,0.006735,0.021925,0.004340,0.050226,0.000655,0.006951,0.014502,0.024333,0.000943,0.012115,Vermillion-Trillian
0.114415,0.004891,3.161282,0.169146,0.152610,0.944696,0.004853,0.144740,-30.899697,-3.337745,-0.592110,0.437977,-0.225789,0.009088,-0.164388,0.086800,0.214872,0.071773,-0.024521,0.130164,-0.010455,0.002944,0.003055,0.004033,0.003500,0.003799,0.002745,0.002871,0.003001,0.003203,0.004879,0.004572,0.004120,0.003960,0.012198,0.006358,0.161309,0.011683,0.018598,0.227620,0.002842,0.024129,0.874794,0.586147,0.513580,0.301601,0.234531,0.210752,0.196604,0.202275,0.215411,0.183196,0.177409,0.164741,0.154124,0.002704,0.003020,0.004610,0.003606,0.004389,0.003005,0.003754,0.003340,0.002892,0.004675,0.004475,0.003952,0.002662,Vermillion-Trillian
0.066193,0.011696,3.119890,0.129388,0.170509,0.400543,0.006109,0.092570,-25.517105,0.815295,-0.054439,0.685284,0.069488,0.565972,0.359569,0.343926,-0.033783,0.050131,0.029481,-0.020925,-0.019631,0.004470,0.002174,0.037372,0.006853,0.031777,0.003986,0.060356,0.003064,0.003426,0.010806,0.016903,0.001673,0.021615,0.018956,0.012917,0.147410,0.010865,0.017211,0.166348,0.003699,0.021800,0.393010,0.432119,0.325351,0.242488,0.172593,0.157232,0.178941,0.197966,0.189926,0.172985,0.160344,0.170950,0.149266,0.003761,0.002006,0.024578,0.004317,0.020555,0.003958,0.036224,0.002803,0.002644,0.007965,0.013282,0.002040,0.008765,Vermillion-Trillian
0.152975,0.013783,3.115026,0.218140,0.189210,1.197513,0.005012,0.227720,-26.446576,-1.002447,-0.407276,-0.748530,-0.092477,-0.071205,-0.409830,0.211664,-0.233047,0.070681,-0.122978,0.044173,-0.000473,0.003959,0.003925,0.004118,0.004980,0.005336,0.006361,0.006357,0.004178,0.003640,0.003673,0.003708,0.003287,0.004063,0.028893,0.014674,0.212434,0.028266,0.021342,0.416168,0.003607,0.087818,0.610126,0.631081,0.503365,0.336345,0.253929,0.259671,0.253410,0.267969,0.239115,0.240032,0.203640,0.187041,0.187492,0.003838,0.003974,0.003482,0.004702,0.004854,0.006254,0.006684,0.004300,0.003274,0.003038,0.003273,0.003129,0.002336,Vermillion-Trillian
0.059983,0.005603,3.142783,0.115820,0.154940,0.572169,0.003973,0.094656,-24.583858,1.613899,-0.082390,0.018251,0.465076,0.000123,0.021885,0.034179,-0.069002,0.019232,-0.096364,0.106159,0.032444,0.014553,0.003712,0.054862,0.010325,0.024616,0.009693,0.057024,0.003878,0.006539,0.011055,0.026156,0.005181,0.022334,0.017247,0.002673,0.167878,0.010852,0.015579,0.260230,0.001263,0.038554,0.441165,0.320917,0.333687,0.246562,0.225070,0.188376,0.208064,0.181304,0.191437,0.182327,0.147704,0.137692,0.140501,0.009796,0.002749,0.029085,0.006657,0.014209,0.007266,0.031155,0.002807,0.003759,0.006498,0.016612,0.003714,0.007764,Vermillion-Trillian
0.147519,0.005606,3.030697,0.200663,0.169050,1.180183,0.006944,0.215276,-30.731692,-1.610469,-0.530977,-0.534932,0.034578,-0.063676,-0.383423,0.151962,-0.190411,0.104039,-0.142511,0.016694,-0.012263,0.003854,0.004369,0.003856,0.004237,0.004164,0.004932,0.004655,0.003969,0.003600,0.003195,0.003390,0.003172,0.004272,0.026805,0.008194,0.320151,0.029018,0.025534,0.419262,0.006087,0.073964,1.030024,0.688685,0.696904,0.324073,0.264622,0.270678,0.251721,0.268089,0.226196,0.220077,0.193352,0.188991,0.178220,0.004224,0.005413,0.004257,0.004882,0.004507,0.005189,0.004728,0.004230,0.003799,0.003109,0.003445,0.003256,0.002947,Vermillion-Trillian
0.032761,0.001841,2.883145,0.102960,0.170095,0.270629,0.015599,0.040272,-29.599765,2.089511,0.389795,0.582921,0.554070,0.305452,-0.127337,0.275378,-0.109179,0.200556,-0.091398,0.137522,-0.000972,0.003745,0.000597,0.083641,0.002629,0.026968,0.002984,0.185024,0.001090,0.001032,0.004150,0.022992,0.000517,0.058570,0.023199,0.001467,0.212016,0.022096,0.027708,0.247784,0.009623,0.035932,0.810262,0.802518,0.572425,0.355353,0.246021,0.235325,0.241550,0.232908,0.222149,0.221093,0.207914,0.193419,0.181322,0.003926,0.000769,0.059475,0.002704,0.022269,0.003627,0.096494,0.001884,0.001135,0.003987,0.020530,0.000463,0.022449,Vermillion-Trillian
0.127288,0.005736,3.168523,0.173988,0.159891,1.203734,0.004726,0.187260,-30.476545,0.831960,0.065702,-0.207386,0.132239,-0.144782,0.086298,0.283082,0.012050,0.082609,0.089698,0.219600,0.004541,0.006218,0.004206,0.019472,0.006721,0.009029,0.007094,0.030073,0.002975,0.006548,0.005596,0.010847,0.004333,0.009948,0.019006,0.008553,0.172707,0.012322,0.016186,0.238829,0.003892,0.034133,0.541709,0.531332,0.377393,0.256625,0.212719,0.228772,0.222579,0.201828,0.192658,0.187837,0.181137,0.177199,0.158741,0.004243,0.003003,0.011554,0.004871,0.005736,0.005702,0.019473,0.002861,0.004546,0.003511,0.007365,0.003342,0.004807,Vermillion-Trillian
0.025925,0.019568,2.843470,0.115395,0.179456,0.215188,0.013690,0.028462,-26.487574,2.202410,0.756282,0.423137,0.124340,0.123845,0.019282,0.133666,0.034294,0.109704,-0.055708,0.125822,0.031418,0.003112,0.000688,0.057554,0.002864,0.039321,0.002705,0.225442,0.000275,0.001620,0.004961,0.018675,0.000544,0.066244,0.021807,0.012944,0.207165,0.022086,0.026382,0.287261,0.009832,0.050091,0.678903,0.520996,0.376262,0.229105,0.163747,0.136373,0.160132,0.169627,0.153659,0.159316,0.151596,0.138155,0.136842,0.003114,0.000810,0.045227,0.002485,0.029927,0.002888,0.104604,0.000319,0.001676,0.004064,0.017558,0.000534,0.024500,Vermillion-Trillian
0.087699,0.004764,3.070157,0.155855,0.164870,0.839425,0.005853,0.139896,-28.622915,0.623750,0.324518,0.403511,0.331452,0.172569,0.029976,0.218936,0.004407,0.129981,-0.054806,0.062806,0.011411,0.003838,0.001417,0.039419,0.003319,0.028120,0.003038,0.144073,0.001477,0.001607,0.003345,0.008932,0.001496,0.042963,0.031591,0.008340,0.182540,0.016260,0.015110,0.319697,0.003696,0.057009,0.560166,0.566958,0.367441,0.264907,0.211889,0.219476,0.229031,0.217912,0.203319,0.176827,0.167869,0.163597,0.157271,0.003432,0.001143,0.033846,0.004070,0.023636,0.002497,0.091222,0.001715,0.001518,0.002971,0.007754,0.001209,0.022588,Vermillion-Trillian
0.382711,0.004063,3.206489,0.408984,0.240107,2.216070,0.001880,0.600053,-29.935458,0.372954,-1.333232,-0.651290,-0.042944,0.350935,0.167264,0.093060,0.227366,0.000804,0.050661,0.036627,0.067194,0.003030,0.002510,0.007922,0.002493,0.005524,0.003681,0.010836,0.005529,0.004338,0.004197,0.007261,0.002598,0.005459,0.067280,0.006952,0.122280,0.037780,0.012153,0.415433,0.001641,0.082459,0.707101,0.657179,0.627004,0.465658,0.348666,0.290798,0.235688,0.224347,0.223496,0.219757,0.214649,0.194260,0.186309,0.002239,0.001935,0.008523,0.002181,0.006431,0.003399,0.011333,0.006174,0.003523,0.003386,0.008289,0.002065,0.004484,Vermillion-Trillian
0.032809,0.006902,2.883681,0.161158,0.231956,0.182633,0.040780,0.027057,-32.136286,0.649070,0.609112,0.468054,0.165677,0.275839,-0.123766,0.341483,-0.042949,0.090354,-0.009271,0.151743,-0.000786,0.000673,0.000363,0.019556,0.001521,0.088960,0.001136,0.115870,0.000658,0.000325,0.000674,0.003151,0.000207,0.046856,0.027876,0.008020,0.263719,0.034952,0.030886,0.184529,0.043753,0.027933,1.800857,1.109007,0.365762,0.333101,0.228852,0.194560,0.189767,0.178682,0.169074,0.164568,0.147619,0.152049,0.130345,0.000787,0.000629,0.020453,0.003143,0.051671,0.001545,0.107803,0.001563,0.000509,0.000727,0.003409,0.000300,0.020722,Vermillion-Trillian
0.027974,0.005132,2.954119,0.123945,0.194517,0.142122,0.029572,0.031531,-30.965367,0.691222,-0.476296,0.945027,0.026672,0.296700,0.122791,0.183516,-0.047503,0.080886,0.019702,0.132863,0.000666,0.000966,0.000747,0.019601,0.001725,0.086764,0.001475,0.111469,0.001095,0.000733,0.001068,0.003432,0.000504,0.044742,0.020566,0.007640,0.230452,0.019472,0.024978,0.134895,0.031259,0.028428,1.319285,0.965665,0.678352,0.356917,0.196267,0.216768,0.238558,0.200568,0.180178,0.162474,0.154800,0.152070,0.142848,0.001066,0.001233,0.019087,0.002255,0.050641,0.002021,0.099125,0.001763,0.001120,0.001114,0.003333,0.000679,0.018853,Vermillion-Trillian
0.155533,0.001129,3.143968,0.220826,0.205826,1.356475,0.002142,0.248417,-27.285886,0.947225,0.007417,0.033404,-0.114972,-0.070414,-0.185959,0.032818,-0.099069,0.062440,0.077321,0.088710,0.101760,0.006971,0.004140,0.034585,0.009819,0.013520,0.008516,0.034668,0.003257,0.007439,0.008376,0.016310,0.004528,0.013654,0.025798,0.001631,0.264514,0.017675,0.007682,0.335646,0.001618,0.077071,0.381552,0.362909,0.321908,0.255311,0.210346,0.214359,0.190841,0.212932,0.179168,0.164331,0.160704,0.149919,0.141714,0.004991,0.002775,0.028098,0.005612,0.009137,0.005883,0.027390,0.002417,0.004809,0.005466,0.012491,0.003426,0.009372,Vermillion-Trillian
0.258859,0.001274,3.117179,0.342423,0.255352,2.249678,0.001487,0.466305,-32.038803,-1.897585,-0.292119,0.445095,0.116276,-0.172397,-0.033538,0.083591,-0.163849,0.071970,0.150003,0.015863,0.014130,0.002078,0.002143,0.002649,0.002820,0.003378,0.002799,0.004492,0.001769,0.002154,0.001577,0.001754,0.001996,0.002610,0.042710,0.003101,0.229861,0.044721,0.027440,0.463457,0.001183,0.133773,0.752655,0.457314,0.343699,0.244819,0.193838,0.200700,0.189234,0.184894,0.177298,0.170008,0.161419,0.149632,0.148571,0.001434,0.001598,0.002309,0.002700,0.003048,0.002347,0.005003,0.001424,0.001928,0.001085,0.001172,0.001491,0.002273,Vermillion-Trillian
0.266073,0.003756,3.060171,0.269729,0.124677,1.279496,0.002429,0.328373,-31.915591,-1.896868,0.251940,-0.037527,-0.055103,-0.325309,0.363971,-0.195730,0.024403,-0.013350,0.121882,-0.055542,0.166271,0.001219,0.000797,0.001193,0.000335,0.000220,0.000364,0.001729,0.002195,0.004557,0.000682,0.000860,0.000389,0.002026,0.018438,0.001194,0.107449,0.020254,0.011060,0.236746,0.001154,0.008518,0.795396,0.670177,0.407418,0.274415,0.274312,0.247174,0.226742,0.209738,0.197689,0.186524,0.168165,0.152108,0.144519,0.001034,0.000673,0.000970,0.000356,0.000334,0.000442,0.001835,0.001869,0.002890,0.000737,0.001132,0.000367,0.001158,Vermillion-Trillian
0.252686,0.009986,3.186466,0.271149,0.159170,1.592640,0.007687,0.320769,-29.125143,-1.705328,0.209332,-0.635980,-0.194600,-0.255186,-0.248748,0.021403,0.052244,-0.022383,0.058815,-0.116246,0.115783,0.001631,0.001632,0.001657,0.001382,0.001100,0.001501,0.002324,0.000859,0.001129,0.001833,0.001337,0.000909,0.002068,0.044804,0.010522,0.127668,0.028056,0.013613,0.249369,0.022044,0.037902,1.063659,0.384114,0.349878,0.265861,0.249921,0.229341,0.214295,0.238413,0.217188,0.190227,0.185780,0.174901,0.169344,0.001403,0.001406,0.001315,0.002990,0.001225,0.002461,0.006547,0.001698,0.001375,0.002122,0.001370,0.000686,0.002843,Vermillion-Trillian
0.226604,0.004407,3.232227,0.319477,0.271554,2.038276,0.004495,0.429552,-28.271311,-0.853471,0.089488,0.045614,-0.127442,0.179505,-0.058277,0.129478,0.119068,0.039528,-0.004458,0.026256,0.038204,0.003154,0.003081,0.003988,0.004225,0.004758,0.002676,0.003998,0.002273,0.002380,0.002918,0.003787,0.002924,0.002553,0.029920,0.007508,0.139375,0.027167,0.020139,0.352742,0.010584,0.102098,0.558245,0.240420,0.204851,0.164459,0.166065,0.177405,0.190626,0.179846,0.180135,0.152931,0.153089,0.149363,0.154076,0.001933,0.002616,0.002061,0.005012,0.005142,0.001559,0.003651,0.001549,0.001563,0.001690,0.002146,0.001843,0.002470,Vermillion-Trillian
0.049503,0.008329,3.046098,0.135897,0.195486,0.358864,0.008514,0.058487,-26.541069,2.397688,0.157151,-0.223685,0.763197,0.371442,0.064453,0.252160,-0.113527,0.293545,-0.076969,0.190811,0.044541,0.005820,0.001323,0.046937,0.003611,0.018025,0.004148,0.122344,0.002084,0.004094,0.006963,0.063374,0.001683,0.041339,0.033295,0.008732,0.146824,0.022186,0.019982,0.307931,0.004666,0.051580,0.665953,0.776887,0.535274,0.328901,0.254683,0.224726,0.249318,0.278978,0.257770,0.225370,0.212258,0.191696,0.167608,0.005567,0.001464,0.035509,0.002993,0.015193,0.003394,0.074772,0.002865,0.004511,0.005623,0.050315,0.001965,0.017913,Vermillion-Trillian
0.153112,0.005715,3.035582,0.219459,0.161978,1.203902,0.005792,0.270522,-29.936062,0.234195,0.954179,0.211042,0.434223,0.172139,0.189857,0.246018,-0.033422,0.155663,-0.033860,0.106962,0.024520,0.000626,0.000383,0.034259,0.000967,0.040754,0.002027,0.100924,0.001211,0.001092,0.001777,0.005389,0.000425,0.034669,0.039683,0.008988,0.183700,0.018328,0.013550,0.400717,0.004218,0.077765,0.692563,0.574776,0.329681,0.283982,0.199056,0.198592,0.185395,0.192576,0.187174,0.169378,0.171670,0.162896,0.154807,0.000567,0.000404,0.034160,0.000927,0.037348,0.003796,0.069553,0.001824,0.001548,0.001912,0.005498,0.000626,0.016058,Vermillion-Trillian
